WTS,ADM,01/01/1900 06:05:43,01/01/1900 06:33:10,3
WTS,ADM,01/01/1900 06:05:43,01/01/1900 06:33:11,3
WTS,ADM,01/01/1900 06:05:43,01/01/1900 06:33:11,3
KOB,ADM,01/01/1900 06:01:41,01/01/1900 06:33:13,1
TAW,ADM,01/01/1900 05:55:17,01/01/1900 06:33:15,3
CHH,ADM,01/01/1900 06:01:00,01/01/1900 06:33:17,4
HOKT,ADM,01/01/1900 06:16:00,01/01/1900 06:33:20,4
TST,ADM,01/01/1900 06:26:07,01/01/1900 06:33:33,0
CAB,ADM,01/01/1900 06:26:14,01/01/1900 06:33:37,2
ADM,KET,01/01/1900 06:33:38,01/01/1900 06:53:54,1
JOR,ADM,01/01/1900 06:17:13,01/01/1900 06:33:49,2
ADM,CAB,01/01/1900 06:33:53,01/01/1900 06:41:30,1
ADM,CAB,01/01/1900 06:33:54,01/01/1900 06:41:30,0
MOK,ADM,01/01/1900 06:05:27,01/01/1900 06:34:01,3
ADM,TSW,01/01/1900 06:34:04,01/01/1900 07:11:49,2
PRE,ADM,01/01/1900 06:12:54,01/01/1900 06:34:04,3
ADM,TWH,01/01/1900 06:35:05,01/01/1900 07:11:38,3
ADM,YMT,01/01/1900 06:35:10,01/01/1900 06:51:51,3
ADM,SSP,01/01/1900 06:35:32,01/01/1900 06:52:15,0
ADM,JOR,01/01/1900 06:35:34,01/01/1900 06:50:30,1
TIK,ADM,01/01/1900 06:04:20,01/01/1900 06:35:46,2
MEF,ADM,01/01/1900 06:04:55,01/01/1900 06:35:53,2
HAH,ADM,01/01/1900 05:58:45,01/01/1900 06:35:56,2
HAH,ADM,01/01/1900 05:58:45,01/01/1900 06:35:56,3
SSP,ADM,01/01/1900 06:09:20,01/01/1900 06:35:58,3
SYP,ADM,01/01/1900 06:26:51,01/01/1900 06:35:59,2
SYP,ADM,01/01/1900 06:26:51,01/01/1900 06:36:00,2
WTS,ADM,01/01/1900 06:10:26,01/01/1900 06:36:03,1
CSW,ADM,01/01/1900 06:18:22,01/01/1900 06:36:09,4
KET,ADM,01/01/1900 06:17:47,01/01/1900 06:36:11,3
YAT,ADM,01/01/1900 06:09:10,01/01/1900 06:36:13,3
YAT,ADM,01/01/1900 06:09:10,01/01/1900 06:36:14,0
SSP,ADM,01/01/1900 06:16:31,01/01/1900 06:36:16,3
SSP,ADM,01/01/1900 06:16:31,01/01/1900 06:36:17,2
SSP,ADM,01/01/1900 06:16:31,01/01/1900 06:36:18,3
SSP,ADM,01/01/1900 06:16:31,01/01/1900 06:36:18,3
LAK,ADM,01/01/1900 06:04:35,01/01/1900 06:36:20,4
LAK,ADM,01/01/1900 06:04:35,01/01/1900 06:36:20,3
JOR,ADM,01/01/1900 06:19:54,01/01/1900 06:36:22,1
JOR,ADM,01/01/1900 06:19:54,01/01/1900 06:36:23,2
JOR,ADM,01/01/1900 06:19:54,01/01/1900 06:36:23,3
SSP,ADM,01/01/1900 06:17:44,01/01/1900 06:36:25,4
SSP,ADM,01/01/1900 06:17:44,01/01/1900 06:36:25,4
TST,ADM,01/01/1900 06:29:14,01/01/1900 06:36:27,0
TST,ADM,01/01/1900 06:29:14,01/01/1900 06:36:27,3
TST,ADM,01/01/1900 06:29:14,01/01/1900 06:36:27,2
CSW,ADM,01/01/1900 06:09:08,01/01/1900 06:36:29,2
CSW,ADM,01/01/1900 06:09:08,01/01/1900 06:36:29,4
CSW,ADM,01/01/1900 06:09:08,01/01/1900 06:36:29,4
ADM,TSW,01/01/1900 06:36:30,01/01/1900 07:13:57,0
LOF,ADM,01/01/1900 06:11:34,01/01/1900 06:36:31,2
LOF,ADM,01/01/1900 06:11:34,01/01/1900 06:36:31,2
TST,ADM,01/01/1900 06:26:29,01/01/1900 06:36:33,3
TST,ADM,01/01/1900 06:26:29,01/01/1900 06:36:33,2
TST,ADM,01/01/1900 06:26:29,01/01/1900 06:36:33,1
TST,ADM,01/01/1900 06:26:29,01/01/1900 06:36:34,1
MOK,ADM,01/01/1900 06:19:48,01/01/1900 06:36:37,3
MOK,ADM,01/01/1900 06:19:48,01/01/1900 06:36:37,3
MOK,ADM,01/01/1900 06:19:48,01/01/1900 06:36:38,2
MOK,ADM,01/01/1900 06:19:48,01/01/1900 06:36:39,1
TKO,ADM,01/01/1900 06:01:03,01/01/1900 06:36:40,4
ADM,DIH,01/01/1900 06:36:40,01/01/1900 07:04:24,2
YMT,ADM,01/01/1900 06:23:20,01/01/1900 06:36:41,1
KWF,ADM,01/01/1900 06:02:35,01/01/1900 06:36:42,2
SKM,ADM,01/01/1900 06:17:02,01/01/1900 06:36:43,2
SKM,ADM,01/01/1900 06:17:02,01/01/1900 06:36:43,2
SKM,ADM,01/01/1900 06:17:02,01/01/1900 06:36:44,3
SKM,ADM,01/01/1900 06:17:02,01/01/1900 06:36:45,4
ADM,DIH,01/01/1900 06:36:47,01/01/1900 07:04:24,1
DIH,ADM,01/01/1900 06:05:02,01/01/1900 06:36:47,3
DIH,ADM,01/01/1900 06:05:02,01/01/1900 06:36:48,3
DIH,ADM,01/01/1900 06:05:02,01/01/1900 06:36:49,2
DIH,ADM,01/01/1900 06:05:02,01/01/1900 06:36:49,2
TSH,ADM,01/01/1900 05:50:28,01/01/1900 06:36:50,3
TSH,ADM,01/01/1900 05:50:28,01/01/1900 06:36:50,3
WTS,ADM,01/01/1900 06:16:06,01/01/1900 06:36:51,2
WTS,ADM,01/01/1900 06:16:06,01/01/1900 06:36:52,3
CSW,ADM,01/01/1900 06:14:30,01/01/1900 06:36:53,3
CSW,ADM,01/01/1900 06:14:30,01/01/1900 06:36:53,0
TST,ADM,01/01/1900 06:26:26,01/01/1900 06:36:54,1
TST,ADM,01/01/1900 06:26:26,01/01/1900 06:36:55,2
TST,ADM,01/01/1900 06:26:26,01/01/1900 06:36:56,2
FAN,ADM,01/01/1900 05:44:40,01/01/1900 06:36:57,4
FAN,ADM,01/01/1900 05:44:40,01/01/1900 06:36:57,3
FAN,ADM,01/01/1900 05:44:40,01/01/1900 06:36:58,3
ADM,DIH,01/01/1900 06:36:58,01/01/1900 07:04:24,0
CHH,ADM,01/01/1900 06:04:21,01/01/1900 06:37:01,2
CSW,ADM,01/01/1900 06:11:41,01/01/1900 06:37:02,4
CSW,ADM,01/01/1900 06:11:41,01/01/1900 06:37:03,3
TST,ADM,01/01/1900 06:24:48,01/01/1900 06:37:04,2
TST,ADM,01/01/1900 06:24:48,01/01/1900 06:37:05,3
SSP,ADM,01/01/1900 06:21:17,01/01/1900 06:37:07,2
SSP,ADM,01/01/1900 06:21:17,01/01/1900 06:37:07,2
JOR,ADM,01/01/1900 06:28:09,01/01/1900 06:37:08,3
JOR,ADM,01/01/1900 06:28:09,01/01/1900 06:37:08,4
JOR,ADM,01/01/1900 06:28:09,01/01/1900 06:37:09,1
JOR,ADM,01/01/1900 06:28:09,01/01/1900 06:37:09,3
TST,ADM,01/01/1900 06:17:50,01/01/1900 06:37:10,2
CSW,ADM,01/01/1900 06:13:53,01/01/1900 06:37:11,3
CSW,ADM,01/01/1900 06:13:53,01/01/1900 06:37:11,3
CSW,ADM,01/01/1900 06:13:53,01/01/1900 06:37:12,3
CSW,ADM,01/01/1900 06:13:53,01/01/1900 06:37:12,4
CSW,ADM,01/01/1900 06:13:53,01/01/1900 06:37:12,3
JOR,ADM,01/01/1900 06:23:06,01/01/1900 06:37:14,3
JOR,ADM,01/01/1900 06:23:06,01/01/1900 06:37:15,3
JOR,ADM,01/01/1900 06:23:06,01/01/1900 06:37:15,0
JOR,ADM,01/01/1900 06:23:06,01/01/1900 06:37:16,3
JOR,ADM,01/01/1900 06:23:06,01/01/1900 06:37:16,2
ADM,LAT,01/01/1900 06:37:19,01/01/1900 07:05:51,1
ADM,LAT,01/01/1900 06:37:19,01/01/1900 07:05:51,2
ADM,LAT,01/01/1900 06:37:20,01/01/1900 07:05:51,2
TST,ADM,01/01/1900 06:21:53,01/01/1900 06:37:20,4
TST,ADM,01/01/1900 06:21:53,01/01/1900 06:37:20,4
ADM,LAT,01/01/1900 06:37:21,01/01/1900 07:05:51,2
ADM,LAT,01/01/1900 06:37:22,01/01/1900 07:05:51,2
TST,ADM,01/01/1900 06:21:53,01/01/1900 06:37:22,3
TST,ADM,01/01/1900 06:21:53,01/01/1900 06:37:22,2
ADM,LAT,01/01/1900 06:37:22,01/01/1900 07:05:51,2
HKU,ADM,01/01/1900 06:17:00,01/01/1900 06:37:24,4
ADM,LAT,01/01/1900 06:37:25,01/01/1900 07:05:51,2
TSYT,ADM,01/01/1900 06:02:21,01/01/1900 06:37:25,1
JOR,ADM,01/01/1900 06:20:55,01/01/1900 06:37:26,2
ADM,LAT,01/01/1900 06:37:26,01/01/1900 07:05:51,2
ADM,LAT,01/01/1900 06:37:26,01/01/1900 07:05:51,2
ADM,LAT,01/01/1900 06:37:26,01/01/1900 07:05:51,2
ADM,LAT,01/01/1900 06:37:27,01/01/1900 07:05:51,2
SKW,ADM,01/01/1900 06:07:31,01/01/1900 06:37:27,4
ADM,LAT,01/01/1900 06:37:28,01/01/1900 07:05:51,2
ADM,LAT,01/01/1900 06:37:28,01/01/1900 07:05:51,2
ADM,LAT,01/01/1900 06:37:28,01/01/1900 07:05:51,2
YMT,ADM,01/01/1900 06:19:17,01/01/1900 06:37:29,3
ADM,LAT,01/01/1900 06:37:29,01/01/1900 07:05:51,2
YMT,ADM,01/01/1900 06:19:17,01/01/1900 06:37:29,1
ADM,LAT,01/01/1900 06:37:30,01/01/1900 07:05:51,2
ADM,LAT,01/01/1900 06:37:30,01/01/1900 07:05:51,2
ADM,LAT,01/01/1900 06:37:31,01/01/1900 07:05:51,2
ADM,LAT,01/01/1900 06:37:31,01/01/1900 07:05:51,2
KWH,ADM,01/01/1900 05:59:49,01/01/1900 06:37:31,0
KWH,ADM,01/01/1900 05:59:49,01/01/1900 06:37:32,1
ADM,LAT,01/01/1900 06:37:32,01/01/1900 07:05:51,2
KWH,ADM,01/01/1900 05:59:49,01/01/1900 06:37:33,3
ADM,HAH,01/01/1900 06:37:34,01/01/1900 07:13:42,1
ADM,HAH,01/01/1900 06:37:38,01/01/1900 07:13:42,2
HAH,ADM,01/01/1900 06:01:53,01/01/1900 06:37:39,2
ADM,HAH,01/01/1900 06:37:40,01/01/1900 07:13:42,2
HAH,ADM,01/01/1900 06:01:53,01/01/1900 06:37:40,1
ADM,HAH,01/01/1900 06:37:40,01/01/1900 07:13:42,2
HAH,ADM,01/01/1900 06:01:53,01/01/1900 06:37:41,4
JOR,ADM,01/01/1900 06:28:28,01/01/1900 06:37:46,1
WAC,ADM,01/01/1900 06:30:01,01/01/1900 06:37:51,0
POA,ADM,01/01/1900 06:00:44,01/01/1900 06:37:52,3
TST,ADM,01/01/1900 06:24:50,01/01/1900 06:37:54,0
ADM,ETS,01/01/1900 06:37:55,01/01/1900 07:45:08,3
SSP,ADM,01/01/1900 06:07:27,01/01/1900 06:37:56,2
ADM,FOH,01/01/1900 06:37:58,01/01/1900 06:52:58,3
LHP,ADM,01/01/1900 05:51:08,01/01/1900 06:38:00,4
SSP,ADM,01/01/1900 06:10:49,01/01/1900 06:38:04,0
SKM,ADM,01/01/1900 06:15:29,01/01/1900 06:38:05,3
SKM,ADM,01/01/1900 06:15:29,01/01/1900 06:38:06,0
ADM,FOH,01/01/1900 06:38:07,01/01/1900 06:52:58,3
CSW,ADM,01/01/1900 06:08:58,01/01/1900 06:38:08,4
SSP,ADM,01/01/1900 06:11:42,01/01/1900 06:38:12,3
ADM,LAT,01/01/1900 06:38:12,01/01/1900 07:05:56,3
DIH,ADM,01/01/1900 06:00:04,01/01/1900 06:38:15,2
DIH,ADM,01/01/1900 06:00:04,01/01/1900 06:38:16,3
CSW,ADM,01/01/1900 06:09:35,01/01/1900 06:38:18,2
LAK,ADM,01/01/1900 06:12:23,01/01/1900 06:38:19,3
LAK,ADM,01/01/1900 06:12:23,01/01/1900 06:38:20,1
TKO,ADM,01/01/1900 06:02:08,01/01/1900 06:38:24,0
SKW,ADM,01/01/1900 06:14:15,01/01/1900 06:38:25,4
ADM,KOB,01/01/1900 06:38:25,01/01/1900 07:12:38,4
ADM,KOB,01/01/1900 06:38:28,01/01/1900 07:12:38,1
ADM,KOB,01/01/1900 06:38:29,01/01/1900 07:12:38,0
FOH,ADM,01/01/1900 06:22:31,01/01/1900 06:38:30,2
FOH,ADM,01/01/1900 06:22:31,01/01/1900 06:38:30,4
TSW,ADM,01/01/1900 05:59:21,01/01/1900 06:38:31,2
ADM,KOB,01/01/1900 06:38:32,01/01/1900 07:12:38,0
KOB,ADM,01/01/1900 05:57:13,01/01/1900 06:38:42,3
JOR,ADM,01/01/1900 06:26:50,01/01/1900 06:38:44,2
ADM,TAP,01/01/1900 06:38:47,01/01/1900 07:31:01,1
ADM,TST,01/01/1900 06:38:53,01/01/1900 06:47:06,2
SSP,ADM,01/01/1900 06:13:45,01/01/1900 06:39:04,2
ADM,WTS,01/01/1900 06:39:09,01/01/1900 07:07:27,1
ADM,WTS,01/01/1900 06:39:16,01/01/1900 07:07:27,4
ADM,WTS,01/01/1900 06:39:21,01/01/1900 07:07:27,1
ADM,TSW,01/01/1900 06:39:38,01/01/1900 07:20:52,0
SSP,ADM,01/01/1900 06:15:51,01/01/1900 06:39:54,2
ADM,KWF,01/01/1900 06:40:00,01/01/1900 09:09:51,1
ADM,TAK,01/01/1900 06:40:04,01/01/1900 06:59:46,0
ADM,FOH,01/01/1900 06:40:06,01/01/1900 06:55:21,3
ADM,KWH,01/01/1900 06:40:23,01/01/1900 07:14:46,4
ADM,KWH,01/01/1900 06:40:27,01/01/1900 07:14:46,4
CSW,ADM,01/01/1900 06:15:18,01/01/1900 06:40:35,3
ADM,NOP,01/01/1900 06:40:44,01/01/1900 07:00:43,0
ADM,NOP,01/01/1900 06:40:48,01/01/1900 07:00:43,1
ADM,NOP,01/01/1900 06:40:48,01/01/1900 07:00:43,2
CHW,ADM,01/01/1900 06:06:50,01/01/1900 06:40:49,2
JOR,ADM,01/01/1900 06:32:33,01/01/1900 06:40:56,3
FAN,ADM,01/01/1900 05:47:16,01/01/1900 06:40:58,3
POA,ADM,01/01/1900 06:01:22,01/01/1900 06:41:00,3
MOK,ADM,01/01/1900 06:28:49,01/01/1900 06:41:01,2
KET,ADM,01/01/1900 06:27:59,01/01/1900 06:41:02,2
QUB,ADM,01/01/1900 06:18:10,01/01/1900 06:41:03,3
QUB,ADM,01/01/1900 06:18:10,01/01/1900 06:41:04,1
TST,ADM,01/01/1900 06:30:43,01/01/1900 06:41:05,0
TST,ADM,01/01/1900 06:30:43,01/01/1900 06:41:06,3
TST,ADM,01/01/1900 06:30:43,01/01/1900 06:41:06,2
TST,ADM,01/01/1900 06:30:43,01/01/1900 06:41:07,4
TST,ADM,01/01/1900 06:30:43,01/01/1900 06:41:07,3
JOR,ADM,01/01/1900 06:31:48,01/01/1900 06:41:08,2
JOR,ADM,01/01/1900 06:31:59,01/01/1900 06:41:09,4
ADM,CHW,01/01/1900 06:41:09,01/01/1900 07:10:22,1
JOR,ADM,01/01/1900 06:31:59,01/01/1900 06:41:10,3
JOR,ADM,01/01/1900 06:30:06,01/01/1900 06:41:11,2
TST,ADM,01/01/1900 06:30:24,01/01/1900 06:41:12,4
TST,ADM,01/01/1900 06:30:24,01/01/1900 06:41:12,2
TST,ADM,01/01/1900 06:30:24,01/01/1900 06:41:13,2
TST,ADM,01/01/1900 06:30:24,01/01/1900 06:41:13,2
KOT,ADM,01/01/1900 06:15:33,01/01/1900 06:41:15,4
KOT,ADM,01/01/1900 06:15:33,01/01/1900 06:41:15,3
LCK,ADM,01/01/1900 06:15:04,01/01/1900 06:41:17,2
LCK,ADM,01/01/1900 06:15:04,01/01/1900 06:41:17,3
LCK,ADM,01/01/1900 06:15:04,01/01/1900 06:41:17,1
LCK,ADM,01/01/1900 06:15:04,01/01/1900 06:41:17,0
TST,ADM,01/01/1900 06:27:50,01/01/1900 06:41:19,1
ADM,CHW,01/01/1900 06:41:20,01/01/1900 07:10:22,3
KOB,ADM,01/01/1900 06:04:13,01/01/1900 06:41:22,4
TWH,ADM,01/01/1900 05:59:04,01/01/1900 06:41:23,2
TWH,ADM,01/01/1900 05:59:04,01/01/1900 06:41:23,3
ADM,SYP,01/01/1900 06:41:25,01/01/1900 06:53:00,3
LAT,ADM,01/01/1900 06:06:06,01/01/1900 06:41:25,3
LAT,ADM,01/01/1900 06:06:06,01/01/1900 06:41:27,2
LAT,ADM,01/01/1900 06:06:06,01/01/1900 06:41:27,3
YMT,ADM,01/01/1900 06:28:30,01/01/1900 06:41:30,0
TST,ADM,01/01/1900 06:30:11,01/01/1900 06:41:32,2
TST,ADM,01/01/1900 06:30:11,01/01/1900 06:41:33,3
SSP,ADM,01/01/1900 06:23:29,01/01/1900 06:41:35,2
SSP,ADM,01/01/1900 06:23:29,01/01/1900 06:41:36,4
SSP,ADM,01/01/1900 06:23:29,01/01/1900 06:41:37,4
SSP,ADM,01/01/1900 06:23:29,01/01/1900 06:41:37,1
NOP,ADM,01/01/1900 06:28:56,01/01/1900 06:41:39,3
NOP,ADM,01/01/1900 06:28:56,01/01/1900 06:41:41,1
PRE,ADM,01/01/1900 06:20:58,01/01/1900 06:41:45,0
ADM,CAB,01/01/1900 06:41:46,01/01/1900 06:57:29,2
TST,ADM,01/01/1900 06:26:21,01/01/1900 06:41:46,2
TST,ADM,01/01/1900 06:26:21,01/01/1900 06:41:47,4
TST,ADM,01/01/1900 06:28:49,01/01/1900 06:41:48,3
TSW,ADM,01/01/1900 06:05:22,01/01/1900 06:41:53,1
TSW,ADM,01/01/1900 06:05:22,01/01/1900 06:41:54,2
TSW,ADM,01/01/1900 06:05:22,01/01/1900 06:41:54,3
TSW,ADM,01/01/1900 06:05:22,01/01/1900 06:41:54,3
KOT,ADM,01/01/1900 06:16:21,01/01/1900 06:41:56,3
KOT,ADM,01/01/1900 06:16:21,01/01/1900 06:41:56,2
KOT,ADM,01/01/1900 06:16:21,01/01/1900 06:41:56,2
PRE,ADM,01/01/1900 06:19:42,01/01/1900 06:41:58,2
WTS,ADM,01/01/1900 06:15:00,01/01/1900 06:41:59,3
WTS,ADM,01/01/1900 06:15:00,01/01/1900 06:41:59,0
YMT,ADM,01/01/1900 06:27:44,01/01/1900 06:42:00,4
